CustID|CustName|Address1|Address2|Address3|City|Province|PostalCode|Country|Phone1|Phone2|Fax1|Fax2|TaxID|SalesType|CustomerClass|Symbol|Terms|CreditLimit|CreditHold|Remark|InvoiceComment|GroupCode|BranchID|TerritoryID|TerritoryDesc|SalesRepCode|SalesRepName|Active
5097|บริษัท มิสเตอร์ ซูซิ จำกัด|28/37-38 หมู่ 6||ตำบลจันทนิมิต|อำเภอเมืองจันทบุรี|จังหวัดจันทบุรี|22000|Thailand|02-748-9842||||0105550074108||HOTEL|_|030|150000|FALSE|เคยคืน # / หยุดขาย||188|00004|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5098|บริษัท มิสเตอร์ ซูซิ จำกัด|30/1 ซอยบางนา-ตราด 23||แขวงบางนา|เขตบางนา|กรุงเทพมหานคร|10260|Thailand|02-748-9842||02-399-1290||0105550074108||HOTEL|_|030|150000|FALSE|เคยคืน # / หยุดขาย||188|00011|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5099|บริษัท มิสเตอร์ ซูซิ จำกัด|288 ถนนเฉลิมพระเกียรติ ร.9||แขวงหนองบอน|เขตประเวศ|กรุงเทพมหานคร|10250|Thailand|052-748-9842||02-399-1290||0105550074108||HOTEL|_|030|150000|FALSE|เคยคืน # / หยุดขาย||188|00010|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5100|บริษัท มิสเตอร์ ซูซิ จำกัด|343 ถนนวัชรพล||แขวงท่าแร้ง|เขตบางเขน|กรุงเทพมหานคร|10220|Thailand|||||0105550074108||HOTEL|_|030|150000|FALSE|เคยคืน # / หยุดขาย||188|00012|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5101|บริษัท มิสเตอร์ ซูซิ จำกัด|586 ถนนสุขุมวิท||ตำบลเนินพระ|อำเภอเมืองระยอง|จังหวัดระยอง|21000|Thailand|||||0105550074108||HOTEL|_|030|150000|TRUE|เคยคืน # / หยุดขาย||188|00005|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5102|บริษัท มิราเคิล บางนา ฟู้ด จำกัด|21 ซอยประวิทย์และเพื่อน 5 ถนนสุขุมวิท||แขวงบางจาก|เขตพระโขนง|กรุงเทพมหานคร|10260|Thailand|02-748-9842||02-748-8506||0105558031645||HOTEL|_|030|20000|FALSE|หยุดขาย||188|00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5103|บริษัท แอมเพิล-พาราไดซ์ เอฟ แอนด์ บี จำกัด|59 ซอยหมู่บ้านเสรีวิลล่า แยก 2||แขวงหนองบอน|เขตประเวศ|กรุงเทพมหานคร|10250|Thailand|02-748-9842||02-399-1290||0105558031700||HOTEL|_|030|100000|FALSE|หยุดขาย||188|00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5105|บริษัท ซอลส์ แอนด์ ชูการ์ จำกัด|152 ซอยสุขุมวิท 53(ไปดี-มาดี)||แขวงคลองตันเหนือ|เขตวัฒนา|กรุงเทพมหานคร|10110|Thailand|02-262-0879||||0105557130313||HOTEL|_|030|20000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5106|บริษัท เอ็ม. และ เจ. จำกัด|19/5-6 ซอยสุขุมวิท 19 (ซอยวัฒนา) ถนนสุขุมวิท||แขวงคลองเตยเหนือ|เขตวัฒนา|กรุงเทพมหานคร|10110|Thailand|02-255-2056-8||02-651-0379||0105532047200||HOTEL|_|030|158000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5110|บริษัท มากุโระ กรุ๊ป จำกัด|983 อาคารชิครีพับบลิค สาขาบางนา|ถนนบางนา-ตราด กิโลเมตร 4|แขวงบางนา|เขตบางนา|กรุงเทพมหานคร|10260|Thailand|062-556-6266||||0105553027526||HOTEL|_|030|750000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5113|นางกฤตพร พิจารณ์|29/1 หมู่ 6||ตำบลลำลูกกา|อำเภอลำลูกกา|จังหวัดปทุมธานี|12150|Thailand|086-974-0623||||3350400270970||HOTEL|_|000|100|FALSE|ขายสด|||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5124|บริษัท โนบุซูซิ จำกัด|93 ห้องบี 209 ถนนสุขุมวิท 26||แขวงคลองตัน|เขตคลองเตย|กรุงเทพมหานคร|10110|Thailand|02-661-5011||||0105552124897||HOTEL|_|030|79000|FALSE|||191|00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5125|บริษัท ข้าวปั้นเอโดะ จำกัด|999/4 อาคารE ห.F02E01000 ช 2|ถนนพระราม 9|แขวงสวนหลวง|เขตสวนหลวง|กรุงเทพมหานคร|10250|Thailand|||||0105557182763||HOTEL|_|030|384000|FALSE|||189|00005|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5126|บริษัท ข้าวปั้นเอโดะ จำกัด|2 ซอยลาดพร้าว 19||แขวงจอมพล|เขตจตุจักร|กรุงเทพมหานคร|10900|Thailand|095-691-6586||||0105554131661||HOTEL|_|030|400000|FALSE|เคยเช็คคืน #||189|00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5128|บริษัท ซัคเซสพลัส-พระราม 3 เอฟ แอนด์ บี จำกัด|662/13 ถนนพระราม 3||แขวงบางโพงพาง|เขตยานนาวา|กรุงเทพมหานคร|10120|Thailand|02-742-6259||||0105558083912||HOTEL|_|030|20000|FALSE|หยุดขาย||188|00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5129|บริษัท ข้าวปั้น จำกัด|25/2 ซอยศาลาแดง 1||แขวงสีลม|เขตบางรัก|กรุงเทพมหานคร|10500|Thailand|02-636-3342||||0105555103858||HOTEL|_|030|100000|FALSE|||196|00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5130|บริษัท สยามสมุทร วาริน จำกัด|275/1 ถนนประชาอุทิศ||แขวงทุ่งครุ|เขตทุ่งครุ|กรุงเทพมหานคร|10140|Thailand|||||0745553005373||HOTEL|_|030|1000000|FALSE|||204|00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5134|บริษัท กินชาริ จำกัด|71/2-3 ซ.พหลโยธิน 7 ถนนพหลโยธิน||แขวงสามเสนใน|เขตพญาไท|กรุงเทพมหานคร|10400|Thailand||02-619-7271, 081-665-5131|||0105557073875||HOTEL|_|030|23000|FALSE||||00001|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5140|บริษัท ที.เค.เอ็นจิเนียริ่ง แพลน จำกัด|200/173 ซอยแจ้งวัฒนะ10 แยก1-1-4||แขวงทุ่งสองห้อง|เขตหลักสี่|กรุงเทพมหานคร|10210|Thailand|||||0105545103855||HOTEL|_|030|39000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5145|บริษัท ซานนินบาร์ แอนด์ เรสเตอรองท์ จำกัด|98 อาคารสาทรสแควร์ออฟฟิตทาวเวอร์|ห้องM-01ชั้น1M ถนนสาทรเหนือ|แขวงสีลม|เขตบางรัก|กรุงเทพมหานคร|10500|Thailand|092-424-4040||||0105558054769||HOTEL|_|030|96000|FALSE|ขาดทะเบียนบ้้าน|||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5147|บริษัท ซากานายะ จำกัด|1420/1 อาคารอี ชั้น 1 ห้องเลขที่ 102,102/1|ซอยลาดพร้าว 87 (จันทราสุข)|แขวงคลองจั่น|เขตบางกะปิ|กรุงเทพมหานคร|10240|Thailand|081-651-1559||||0105558084714||HOTEL|_|030|80000|FALSE|ขาดทะเบียนบ้้าน|||00001|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5150|บริษัท ซิมิรัน ฟู้ด โปรดักส์ จำกัด|21/33 ซอยวิภาวดีรังสิต 33 แยก 5| ถนนวิภาวดีรังสิต|แขวงสนามบิน|เขตดอนเมือง|กรุงเทพมหานคร|10210|Thailand|02-536-2996-7||||0135543001494||HOTEL|_|030|100000|TRUE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5153|บริษัท โจชิซึ ซูซิ จำกัด|20/2 ซอยพาสนา 1 ถนนเอกมัย||แขวงพระโขนงเหนือ|เขตวัฒนา|กรุงเทพมหานคร|10260|Thailand|02-714-3984||02-714-1551||0105554021254||HOTEL|_|030|46000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5154|บริษัท โนบุเจแปนนิสเรสเตอรองส์ จำกัด|414 ซอยสุขุมวิท 55 ถนนสุขุมวิท||แขวงคลองตันเหนือ|เขตวัฒนา|กรุงเทพมหานคร|10110|Thailand|02-392-5297||||0105551015695||HOTEL|_|030|178000|FALSE|||191|00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5157|บริษัท โทคูโจ ฟู้ด จำกัด|1050/2-3 ซอยเจริญสุข||แขวงคลองเตย|เขตคลองเตย|กรุงเทพมหานคร|10110|Thailand||02-260-4420, 02-258-8945|||0105556045169||HOTEL|_|030|361000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5158|บริษัท โมริทากะ ฟู้ดส์ จำกัด|225/11 ซอยสุขุมวิท 63 (เอกมัย)||แขวงคลองตันเหนือ|เขตวัฒนา|กรุงเทพมหานคร|10110|Thailand||091-772-4651, 02-661-2282|||0105547142971||HOTEL|_|030|57000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5163|บริษัท เสวยทิพย์ จำกัด|85 ชั้น 2 ห้อง R205|โครงการนิฮอนมูระมอลล์ ซอยอรรคพัฒน์|แขวงคลองตันเหนือ|เขตวัฒนา|กรุงเทพมหานคร|10110|Thailand|091-021-8985||||0105557090346||HOTEL|_|030|29000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5168|บริษัท แมคเคนนาแลนด์ จำกัด|117/39-40 ถนนพญาไท||แขวงถนนเพชรบุรี|เขตราชเทวี|กรุงเทพมหานคร|10400|Thailand|02-309-3839||02-309-3838||0105546135831||HOTEL|_|030|100000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5170|บริษัท ก.เกมส์ตกกุ้ง จำกัด|1669/9 ถนนเพชรบุรีตัดใหม่||แขวงบางกะปิ|เขตห้วยขวาง|กรุงเทพมหานคร|10310|Thailand||02-652-9898, 085-405-5552|||0105543113144||HOTEL|_|030|22000|FALSE|||2|00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5173|บริษัท ยามาโกย่า (ไทยแลนด์) จำกัด|98-102 อาคารปานะวงศ์ ชั้น 1 ถนนสุรวงศ์||แขวงสี่พระยา|เขตบางรัก|กรุงเทพมหานคร|10500|Thailand|02-637-0593-4||||0105549062312||HOTEL|_|030|150000|TRUE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5174|บริษัท มิทาโนะ ครีเอท (ประเทศไทย) จำกัด|เลขที่115 โรงแรมซัมเมอร์เซ็ท สุขุมวิท ทองหล่อ|ซอยสุขุมวิท 55(ทองหล่อ) ถนนสุขุมวิท|แขวงคลองตันเหนือ|เขตวัฒนา|กรุงเทพมหานคร|10110|Thailand|02-712-5884||||0105556104866||HOTEL|_|030|33000|FALSE|||3|00001|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5176|บริษัท คอนนิจิวะ เอ็ม จำกัด|929 ถนนสุขุมวิท||แขวงคลองตันเหนือ|เขตวัฒนา|กรุงเทพมหานคร||Thailand|02-662-4311||||0105558130244||HOTEL|_|030|60000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5179|บริษัท มันช์มาสต้า จำกัด|35/7 ซอยยมราช ถนนศาลาแดง||แขวงสีลม|เขตบางรัก|กรุงเทพมหานคร|10500|Thailand|090-565-6526||||0105557136257||HOTEL||030|14000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5180|บริษัท ชินโซโคะ ซูซิ จำกัด|12/70-72 ซอยอรรถกะวี 1|ถนนสุขุมวิท 26|แขวงคลองตัน|เขตคลองเตย|กรุงเทพมหานคร|10110|Thailand|02-074-4419|097-078-5257|||0105556068037||HOTEL|_|030|45000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5182|นาย วัชระ โชติชุติมา|630 ถนนสุทธิสาร||แขวงดินแดง|เขตดินแดง|กรุงเทพมหานคร||Thailand|088-959-6910||||3350100138847||RETAIL|_|007|100|FALSE|ขายสด 7 วัน|||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5187|บริษัท ข้าวปั้น 2558 จำกัด|98/456 อ.ดิแอดเดรส สาทร ชั้น 31|ซอยศึกษาวิทยา ถนนสาทรเหนือ|แขวงสีลม|เขตบางรัก|กรุงเทพมหานคร|10500|Thailand|02-636-3442||||0105558130571||HOTEL|_|030|200000|FALSE|ขาดรายละเอียดหน้า2||196|00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5188|บริษัท ข้าวปั้น 2558 จำกัด|540 อาคารเมอร์คิวรี่ทาวเวอร์ ถนนเพลินจิต||แขวงลุมพินี|เขตปทุมวัน|กรุงเทพมหานคร|10330|Thailand|||||0105558130571||HOTEL|_|030|200000|FALSE|ขาดรายละเอียดหน้า2||196|00002|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5189|บริษัท ข้าวปั้น 2558 จำกัด|69 อ.ศูนย์การค้าเซ็นทรัลเฟสติวัลอีสต์วิลล์|ห้อง112, 112T ชั้น 1 ถ.ประดิษฐ์มนูธรรม|แขวงลาดพร้าว|เขตลาดพร้าว|กรุงเทพมหานคร|10230|Thailand|||||0105558130571||HOTEL|_|030|200000|FALSE|ขาดรายละเอียดหน้า2||196|00001|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5190|บริษัท โมดิเอเตอร์ จำกัด|167 ซอยพระรามเก้า 49 (ถนนเสรี 6)||แขวงสวนหลวง|เขตสวนหลวง|กรุงเทพมหานคร|10250|Thailand|098-954-1546||||0105558168713||HOTEL|_|030|235000|FALSE|เคยเช็คคืน #|||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5195|บริษัท ลิน ทูน่า อินเตอร์เทรด จำกัด|1473/9 ถนนพัฒนาการ||แขวงสวนหลวง|เขตสวนหลวง|กรุงเทพมหานคร|10250|Thailand|02-319-2230||02-319-2214||0105552114727||HOTEL|_|030|404000|TRUE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5196|น.ส.สาริณี จูจันทร์|52/300-4 หมู่ 7||ตำบลหลักหก|อำเภอเมืองปทุมธานี|จังหวัดปทุมธานี|12000|Thailand|081-446-4490||||1660200050276||HOTEL|_|007|100|FALSE|ขายสด 7 วัน|||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5199|บริษัท แฮปปี้มิลเลี่ยน จำกัด|148 ซ.สุขุมวิท 55 (ทองหล่อ)||แขวงคลองตันเหนือ|เขตวัฒนา|กรุงเทพมหานคร|10110|Thailand|063-175-1599||||0105558157401||RETAIL|_|030|60000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5201|บริษัท ซาบิ วาบิ คูซีน จำกัด|27/1 ซอยสุขุมวิท 33 ถนนสุขุมวิท||แขวงคลองตันเหนือ|เขตวัฒนา|กรุงเทพมหานคร|10110|Thailand|02-258-2437||||0105558099151||HOTEL|_|030|124000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5224|บริษัท โอซันเคียวได จำกัด|942/43 อาคารชาญอิสสระทาวเวอร์|ชั้นจี ถนนพระรามที่ 4|แขวงสุริยวงศ์|เขตบางรัก|กรุงเทพมหานคร|10500|Thailand|02-632-6660||||0105556034256||HOTEL|_|030|7000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5227|นายเจตั้น เศรษฐีสุวรรณ|154 ซอยสุขุมวิท 55||แขวงคลองตันเหนือ|เขตวัฒนา|กรุงเทพมหานคร|10110|Thailand|096-787-9688||||1103300144245||HOTEL|_|030|24000|TRUE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5230|บริษัท เอ็ม บี เค โฮเต็ล แอนด์ รีสอร์ท จำกัด|155 หมู่ 2||ตำบลหนองทะเล|อำเภอเมืองกระบี่|จังหวัดกระบี่|81000|Thailand|075-628-000||075-628-058||0105540022407||HOTEL||030|38000|TRUE||||00001|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5236|น.ส.สมพิศ ไชยโย|41/1 หมู่ 3||ตำบลสองคอน|อำเภอแก่งคอย|จังหวัดสระบุรี||Thailand|094-405-7499||||1199800005304||HOTEL|_|015|20000|TRUE|ขาย 15 วัน|||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5237|นายณัฐพนธ์ ยั่งยืน|12 ซอยรามอินทรา 31 ถนนรามอินทรา||แขวงอนุสาวรีย์|เขตบางเขน|กรุงเทพมหานคร|10220|Thailand|089-511-6025||||1100700444651||HOTEL|_|015|20000|FALSE|ขาย 15 วัน||207|00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5238|นายจิตตินันท์ หงษ์ทอง|139/163 หมู่ 1 หมู่บ้านปราถนาคันทรีโฮม|ถนนรังสิต-นครนายก|ตำบลรังสิต|อำเภอธัญบุรี|จังหวัดปทุมธานี|12110|Thailand|081-374-3434||||3100603020902||HOTEL|_|030|100000|FALSE|ขาดแผนที่ตั้ง|||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5242|บริษัท ซูซูรัน ซูซิ จำกัด|514/18 ซอยรามคำแหง 39 (เทพลีลา 1) ถนนรามคำแหง||แขวงวังทองหลาง|เขตวังทองหลาง|กรุงเทพมหานคร|10310|Thailand|02-158-2510|081-702-7484|||0105559086699||HOTEL|_|030|20000|TRUE|||207|00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5243|นายสรัญนพ เทพหัสดิน ณ อยุธยา|14 ซ.รามคำแหง118 แยก 27||แขวงสะพานสูง|เขตสะพานสูง|กรุงเทพมหานคร|10240|Thailand|||||3100601186374||ร้านอาหาร|_|030|20000|TRUE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5251|บริษัท นาราไทย คูซีน จำกัด|4,4/1-2,4/4 อาคารศูนย์การค้าเซ็นทรัลเวิลด|ชั้น7 ถนนราชดำริห์|แขวงปทุมวัน|เขตปทุมวัน|กรุงเทพมหานคร|10330|Thailand|02-652-0816||||0105547129223|HORECA|HOTEL||030|20000|TRUE|||210|00003|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5259|บริษัท ยูกันนะ (ประเทศไทย) จำกัด|25/59 ซอยรามคำแหง 124||แขวงสะพานสูง|เขตสะพานสูง|กรุงเทพมหานคร|10240|Thailand|099-554-5624||||0105559137226|HORECA|HOTEL|_|030|20000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5260|บริษัท เชดโดะ เจแปนนิส เรสเตอร์รอง จำกัด|58 หมู่ 8 ตำบลบางตลาด|||อำเภอปากเกร็ด|จังหวัดนนทบุรี|11120|Thailand|064-159-3969||||0125559019118|HORECA|HOTEL|_|030|20000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5261|บริษัท บราเธอร์ คูซีน จำกัด|305/13 ซอยสุขมวิท 31(สวัสดี) แขวงคลองตันเหนือ|||เขตวัฒนา|กรุงเทพมหานคร|10110|Thailand|02-662-1179|095-778-2617|||0105558055234|HORECA|HOTEL||030|20000|TRUE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5267|บริษัท เม็มเบอร์ชิป จำกัด|419/2 อ.เชษฐโชติศักดิ์ 2 ช.6 ซ.ลาดพร้าว15|ถนนลาดพร้าว|แขวงจอมพล|เขตจตุจักร|กรุงเทพมหานคร|10900|Thailand|||||0105553140934|HORECA|HOTEL|_|030|20000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5270|บริษัท โอเคเอ็ม ฟอร์เวิร์ด จำกัด|99/97 หมู่ที่ 1 ตำบลบางขุนกอง|||อำเภอบางกรวย|จังหวัดนนทบุรี|11130|Thailand|091-249-8448||||0105557087876|HORECA|HOTEL|_|030|20000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5272|บริษัท ซูปพีเรีย ฟู้ด จำกัด|48/66 ซอยสุขาภิบาล 5 ซอย 27||แขวงท่าแร้ง|เขตบางเขน|กรุงเทพมหานคร|10220|Thailand|||||0105558138083|HORECA|HOTEL|_|030|20000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5277|บริษัท โกฮัง เจแปนนิส เรสเตอรองต์ จำกัด|69 ศูนย์การค้าเซ็นทรัล เฟสติวัล อีสต์วิวล์|ห้อง K105,106 ถนนประดิษฐ์มนูธรรม|แขวงลาดพร้าว|เขตลาดพร้าว|กรุงเทพมหานคร|10230|Thailand|02-102-5259||||0105553027551|HORECA|HOTEL|_|030|20000|FALSE|||20|00002|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5278|บริษัท อากาศ บิสโทร แอนด์ บาร์ จำกัด|30 ถนนเย็นอากาศ แขวงทุ่งมหาเมฆ|||เขตสาทร|กรุงเทพมหานคร|10120|Thailand|02-249-0182||||0105559130639|HORECA|HOTEL|_|030|20000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5289|บริษัท ลันตา แลนด์ ดีเวลลอปเม้นท์ จำกัด|272 หมู่ที่ 3 ตำบลศาลาด่าน|||อำเภอเกาะลันตา|จังหวัดกระบี่|81150|Thailand|075-607-100#6202||075-684-019||0105542081125|HORECA|HOTEL|_|030|20000|TRUE||||00003|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5293|บริษัท เจวี เรสโท จำกัด|769/2 ห้องC3 โครงการ Little Walk|ถนนบางนา-ตราด|แขวงบางนา|เขตบางนา|กรุงเทพมหานคร|10260|Thailand|089-620-8888||||0105559084891|HORECA|HOTEL|_|030|300000|TRUE||||00001|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5299|น.ส.ณัฐจารี เบ็ดกิจ|287/289 ซ.สาธุประดิษฐ์ 58 แขวงบางโพงพาง|||เขตยานนาวา|กรุงเทพมหานคร|10120|Thailand|083-082-6459||||3101201367011|HORECA|HOTEL|_|015|20000|TRUE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5537|บริษัท ชุนกะ จำกัด|303 ถนนพัฒนาการ61||แขวงประเวศ|เขตประเวศ|กรุงเทพมหานคร|10250|Thailand|02-722-0884|02-722-3610|02-722-1107||0105555029399|HORECA|HOTEL|_|030|40000|TRUE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
5542|บริษัท จีราฟุ จำกัด|655 ถนนลาดพร้าว||แขวงจอมพล|เขตจตุจักร|กรุงเทพมหานคร|10900|Thailand|||||0105557173489|HORECA|HOTEL|_|015|80000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
6427|นายกองเพชร  สันติสุภาพร|387/7 ถนนมหาพฤฒาราม||แขวงมหาพฤฒาราม|เขตบางรัก|กรุงเทพมหานคร|10900|Thailand|063-982-2468||||1100900379976|HORECA|RETAIL|_|007|100|TRUE|ขาย 7 วัน|||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
6428|บริษัท ชิชิ ซูชิ จำกัด|96/12  ถนนราชพฤกษ์||แขวงบางระมาด|เขตตลิ่งชัน|กรุงเทพมหานคร|10170|Thailand|02-408-7777||||0105559149151|HORECA|HOTEL|_|030|50000|TRUE||||00001|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
6429|บริษัท แฟต บอย แอนด์ โค จำกัด|460 ซอยสุคนธสวัสดิ์ ถนนสุคนธสวัสดิ์||แขวงลาดพร้าว|เขตลาดพร้าว|กรุงเทพมหานคร|10230|Thailand|094-096-5902||02-578-8268||0105559131121|HORECA|HOTEL|_|030|30000|TRUE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
6430|บริษัท บลูโอเชี่ยนซูชิ จำกัด|39  หมู่6 อาคารเมกาบางนา ห้องเลขที่1120| ชั้น1 ถนนบางนา-ตราด กม.8|ตำบลบางแก้ว|อำเภอบางพลี|จังหวัดสมุทรปราการ|10540|Thailand|02-105-1277||||0105554028020|HORECA|HOTEL|_|030|50000|FALSE||||00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
6725|บริษัท บานโคกุ จำกัด|69 ซอยรุ่งเรือง ถนนสุทธิสารวินิจฉัย||แขวงสามเสนนอก|เขตห้วยขวาง|กรุงเทพมหานคร|10310|Thailand|02-652-9979-80||||0105547099359|HORECA|HOTEL|_|030|40000|FALSE|||2|00000|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
7091|บริษัท โกลเด้น เวิคส์ จำกัด|95|ซอย สุขุมวิท 26|แขวงคลองตัน|เขตคลองเตย|กรุงเทพมหานคร|10110|Thailand|02-661-3840||||01055560017751|HORECA|HOTEL|_|030|33000|FALSE|||3|00001|114-3|กทม. HoReCa 3|100010|รินทร์ณฐา วรหิรัณยพงษ์|TRUE
